1;0;5470.00;10.05;2033.00;0.00;0.68
2;0;5284.00;9.70;2032.00;0.00;0.76
3;0;2892.00;10.07;2029.00;0.00;1.00
4;0;4964.00;9.70;2034.00;0.00;0.84
5;0;3481.00;11.32;2026.00;0.00;0.96
6;0;3987.00;9.92;2028.00;0.00;0.92
7;0;4172.00;9.70;2033.00;0.00;0.68
8;0;5203.00;9.70;2030.00;0.00;0.84
9;0;2072.00;9.70;2031.00;0.00;0.84
10;0;3836.00;10.02;2033.00;0.00;0.72
11;0;1600.00;11.22;2026.00;0.00;1.04
12;0;1170.00;9.70;2033.00;0.00;0.76
13;0;5060.00;9.70;2028.00;0.00;0.84
14;0;300.00;9.70;2033.00;0.00;0.68
15;0;487.00;9.70;2023.00;0.00;1.08
16;0;123.00;9.70;2033.00;0.00;0.68
17;0;3912.00;9.70;2027.00;0.00;1.00
18;0;5401.00;9.70;2028.00;0.00;1.08
19;0;1393.00;9.70;2031.00;0.00;0.84
20;0;2556.00;9.70;2030.00;0.00;1.00
21;0;185.00;9.70;2025.00;0.00;0.96
22;0;1818.00;10.30;2030.00;0.00;0.92
23;0;2633.00;9.70;2033.00;0.00;0.84
24;0;4491.00;10.95;2031.00;0.00;0.76
25;0;3250.00;9.70;2035.00;0.00;0.68
26;0;3780.00;9.70;2033.00;0.00;0.72
27;0;1871.00;9.70;2031.00;0.00;0.88
28;0;4377.00;9.70;2032.00;0.00;0.84
29;0;2132.00;9.70;2032.00;0.00;0.88
30;0;2288.00;9.70;2031.00;0.00;0.72
31;0;239.00;9.70;2030.00;0.00;0.84
32;0;636.00;9.70;2029.00;0.00;0.84
33;0;3191.00;11.60;2033.00;0.00;0.80
34;0;837.00;9.70;2033.00;0.00;0.92
35;0;2495.00;9.70;2028.00;0.00;0.96
36;0;427.00;9.70;2030.00;0.00;0.76
37;0;5587.00;12.10;2031.00;0.00;0.80
38;0;692.00;10.85;2031.00;0.00;0.84
39;0;753.00;9.70;2033.00;0.00;0.80
40;0;2747.00;9.70;2024.00;0.00;1.04
41;0;4064.00;10.40;2034.00;0.00;0.64
42;0;4296.00;9.70;2032.00;0.00;0.84
43;0;2021.00;9.70;2034.00;0.00;0.64
44;0;4225.00;10.07;2028.00;0.00;1.00
45;0;365.00;9.70;2029.00;0.00;0.96
46;0;5117.00;10.35;2029.00;0.00;1.00
47;0;31.00;9.72;17.00;0.00;0.84
48;0;87.00;9.70;18.00;0.00;0.84
49;0;147.00;9.70;12.00;0.00;0.72
50;0;234.00;9.97;16.00;0.00;0.76
51;0;312.00;9.70;15.00;0.00;0.68
52;0;375.00;10.45;24.00;0.00;1.16
53;0;423.00;10.17;38.00;0.00;1.40
54;0;471.00;9.70;15.00;0.00;0.80
55;0;526.00;9.70;31.00;0.00;1.28
56;0;594.00;11.30;16.00;0.00;0.80
57;0;661.00;9.70;23.00;0.00;1.04
58;0;714.00;9.70;16.00;0.00;0.92
59;0;790.00;9.70;16.00;0.00;0.76
60;0;839.00;9.70;16.00;0.00;0.92
61;0;883.00;9.70;26.00;0.00;1.20
62;0;941.00;10.25;25.00;0.00;1.16
63;0;1010.00;10.05;32.00;0.00;1.44
64;0;1058.00;9.70;10.00;0.00;0.60
65;0;1110.00;9.70;45.00;0.00;1.36
66;0;1171.00;9.70;37.00;0.00;1.56
67;0;1232.00;9.70;31.00;0.00;1.48
68;0;1296.00;10.50;14.00;0.00;0.80
69;0;1343.00;9.70;35.00;0.00;1.48
70;0;1387.00;9.70;15.00;0.00;0.84
71;0;1440.00;9.70;15.00;0.00;0.88
72;0;1490.00;9.70;36.00;0.00;1.68
73;0;1560.00;9.70;33.00;0.00;1.44
74;0;1625.00;9.70;10.00;0.00;0.60
75;0;1674.00;10.30;23.00;0.00;1.08
76;0;1757.00;9.70;13.00;0.00;0.80
77;0;1811.00;9.70;11.00;0.00;0.56
78;0;1862.00;10.25;22.00;0.00;1.20
79;0;1916.00;9.70;36.00;0.00;1.32
80;0;1951.00;9.70;11.00;0.00;0.64
81;0;1997.00;9.70;35.00;0.00;1.64
82;0;2057.00;9.70;16.00;0.00;0.88
83;0;2126.00;10.37;13.00;0.00;0.64
84;0;2185.00;9.50;18.00;0.00;1.12
85;0;2278.00;9.70;17.00;0.00;0.92
