0;0;0;0;land;false;unknown;0
1;255;178;154;land;false;forest;1
2;221;148;67;land;false;forest;1
3;239;74;173;land;true;forest;1
4;254;214;253;land;false;forest;1
5;72;254;192;land;false;forest;1
6;45;236;48;land;true;forest;1
7;245;172;145;land;false;forest;1
8;242;238;116;land;false;forest;1
9;160;129;254;land;false;forest;1
10;62;162;250;land;false;forest;1
11;160;247;156;land;false;plains;1
12;167;253;249;land;false;forest;1
13;243;35;24;land;false;forest;1
14;255;243;215;land;false;forest;1
15;251;221;185;land;false;forest;1
16;76;61;210;land;true;forest;1
17;151;203;251;land;false;forest;1
18;254;65;135;land;false;forest;1
19;215;76;46;land;true;forest;1
20;229;255;246;land;true;forest;1
21;175;111;244;land;false;forest;1
22;253;253;255;land;false;forest;1
23;216;171;250;land;true;forest;1
24;254;243;224;land;false;forest;1
25;82;81;239;land;false;forest;1
26;128;117;235;land;true;forest;1
27;55;110;232;land;false;forest;1
28;177;169;252;land;false;forest;1
29;122;186;247;land;false;forest;1
30;249;255;251;land;false;forest;1
31;231;251;185;land;false;forest;1
32;254;200;126;land;false;forest;1
33;124;246;122;land;false;forest;1
34;208;76;184;land;false;forest;1
35;128;254;213;land;false;forest;1
36;247;219;137;land;false;forest;1
37;255;251;254;land;false;forest;1
38;200;253;189;land;false;forest;1
39;76;187;228;land;false;forest;1
40;251;79;130;land;false;forest;1
41;159;166;246;land;false;forest;1
42;223;254;166;land;false;forest;1
43;149;93;215;land;false;forest;1
44;8;71;249;land;false;forest;1
45;97;245;220;land;false;forest;1
46;254;181;161;land;false;forest;1
47;254;230;132;land;false;forest;1
48;90;213;102;land;false;forest;1
49;106;150;232;land;false;forest;1
50;211;254;236;land;false;forest;1
51;240;154;252;land;false;forest;1
52;115;230;197;land;false;forest;1
53;254;217;238;land;false;forest;1
54;225;254;223;land;true;hills;1
55;248;193;138;land;false;forest;1
56;210;253;190;land;false;forest;1
57;97;240;85;land;false;forest;1
58;99;222;143;land;false;forest;1
59;240;57;73;land;false;forest;1
60;139;231;253;land;true;forest;1
61;222;237;118;land;true;forest;1
62;164;254;199;land;false;forest;1
63;218;252;197;land;false;forest;1
64;131;41;223;land;false;forest;1
65;251;178;206;land;false;forest;1
66;90;217;146;land;false;forest;1
67;251;244;168;land;false;forest;1
68;255;248;225;land;false;forest;1
69;255;246;247;land;false;forest;1
70;26;246;212;land;true;forest;1
71;253;153;160;land;false;forest;1
72;128;110;237;land;false;forest;1
73;236;112;140;land;false;forest;1
74;205;200;254;land;false;forest;1
75;249;156;211;land;false;forest;1
76;253;206;143;land;true;forest;1
77;231;121;180;land;false;forest;1
78;252;155;178;land;true;forest;1
79;246;24;238;land;false;forest;1
80;222;88;111;land;false;forest;1
81;214;255;219;land;false;forest;1
82;67;149;246;land;false;forest;1
83;81;247;129;land;false;forest;1
84;235;112;128;land;false;forest;1
85;116;65;252;land;false;forest;1
86;192;85;217;land;true;forest;1
87;211;80;82;land;false;forest;1
88;253;255;207;land;false;forest;1
89;187;244;127;land;false;forest;1
90;255;248;231;land;false;forest;1
91;209;63;123;land;false;forest;1
92;74;214;232;land;false;forest;1
93;249;150;202;land;false;forest;1
94;163;214;245;land;false;forest;1
95;120;222;237;land;true;forest;1
96;149;136;240;land;true;forest;1
97;71;60;202;land;false;forest;1
98;243;203;154;land;false;forest;1
99;153;247;184;land;false;forest;1
100;199;255;98;land;false;forest;1
101;247;154;236;land;false;forest;1
102;222;67;66;land;false;forest;1
103;95;253;79;land;false;forest;1
104;128;253;114;land;false;forest;1
105;230;255;223;land;false;forest;1
106;252;209;38;land;false;forest;1
107;56;219;220;land;false;forest;1
108;255;251;236;land;false;forest;1
109;237;193;254;land;false;forest;1
110;146;242;135;land;false;forest;1
111;73;233;186;land;false;forest;1
112;25;253;240;land;false;forest;1
113;108;224;83;land;false;forest;1
114;202;255;196;land;false;forest;1
115;154;221;73;land;false;forest;1
116;223;254;216;land;false;forest;1
117;245;204;93;land;false;forest;1
118;81;252;115;land;false;forest;1
119;46;112;227;land;false;forest;1
120;254;243;200;land;false;forest;1
121;251;201;186;land;false;forest;1
122;205;97;234;land;false;forest;1
123;229;41;64;land;false;forest;1
124;105;237;174;land;false;forest;1
125;164;239;119;land;true;forest;1
126;169;249;185;land;false;forest;1
127;131;247;72;land;false;forest;1
128;245;125;251;land;false;forest;1
129;159;235;103;land;false;forest;1
130;230;69;27;land;false;forest;1
131;128;241;249;land;true;forest;1
132;235;250;180;land;true;forest;1
133;253;204;248;land;false;forest;1
134;239;184;131;land;false;forest;1
135;245;222;254;land;false;forest;1
136;248;201;158;land;false;forest;1
137;62;176;249;land;false;forest;1
138;224;57;214;land;false;forest;1
139;169;228;50;land;false;forest;1
140;225;79;120;land;false;forest;1
141;128;94;241;land;false;forest;1
142;131;70;207;land;false;forest;1
143;251;240;136;land;true;forest;1
144;251;190;208;land;false;forest;1
145;117;145;237;land;true;forest;1
146;59;151;242;land;false;forest;1
147;233;237;255;land;false;forest;1
148;254;183;199;land;false;forest;1
149;94;109;221;land;false;forest;1
150;248;253;211;land;false;forest;1
151;126;76;212;land;false;forest;1
152;73;96;214;land;false;forest;1
153;219;242;91;land;false;forest;1
154;89;224;84;land;false;forest;1
155;239;225;254;land;false;forest;1
156;243;150;209;land;false;forest;1
157;247;203;153;land;false;forest;1
158;251;80;253;land;false;forest;1
159;220;254;229;land;false;forest;1
160;100;203;250;land;false;forest;1
161;213;255;210;land;false;forest;1
162;210;249;181;land;false;forest;1
163;235;255;249;land;true;forest;1
164;217;83;69;land;false;forest;1
165;253;62;192;land;false;forest;1
166;75;84;253;land;false;forest;1
167;255;248;249;land;false;forest;1
168;185;237;136;land;false;forest;1
169;100;248;192;land;false;forest;1
170;251;189;231;land;false;forest;1
171;180;252;222;land;false;forest;1
172;145;214;254;land;false;forest;1
173;255;203;237;land;false;forest;1
174;84;252;235;land;false;plains;1
175;204;165;74;land;false;forest;1
176;165;255;69;land;false;forest;1
177;152;252;218;land;true;forest;1
178;145;249;250;land;true;forest;1
179;249;240;255;land;false;forest;1
180;233;158;244;land;false;forest;1
181;217;254;209;land;false;forest;1
182;214;236;254;land;false;forest;1
183;186;252;156;land;false;forest;1
184;255;244;211;land;false;forest;1
185;74;237;121;land;false;forest;1
186;105;230;241;land;true;forest;1
187;196;248;61;land;false;forest;1
188;246;255;224;land;false;forest;1
189;201;195;254;land;false;forest;1
190;204;233;127;land;false;forest;1
191;218;230;255;land;false;forest;1
192;238;194;137;land;false;forest;1
193;154;248;161;land;true;forest;1
194;146;129;239;land;false;forest;1
195;254;228;225;land;false;forest;1
196;245;131;11;land;true;forest;1
197;74;142;249;land;false;forest;1
198;254;182;203;land;false;forest;1
199;95;212;65;land;false;forest;1
200;52;236;84;land;false;forest;1
201;37;227;143;land;false;forest;1
202;245;143;171;land;false;forest;1
203;212;253;245;land;false;forest;1
204;65;232;46;land;false;forest;1
205;16;252;111;land;false;forest;1
206;79;242;33;land;false;forest;1
207;160;125;251;land;false;forest;1
208;141;95;235;land;false;forest;1
209;71;147;226;land;true;forest;1
210;254;240;255;land;false;forest;1
211;180;137;245;land;false;forest;1
212;252;234;255;land;false;forest;1
213;56;126;238;land;false;forest;1
214;233;93;237;land;false;forest;1
215;70;223;55;land;false;forest;1
216;253;72;57;land;false;forest;1
217;94;241;97;land;false;forest;1
218;121;124;244;land;true;forest;1
219;239;190;252;land;true;forest;1
220;182;226;44;land;true;forest;1
221;248;136;209;land;false;forest;1
222;188;253;234;land;false;forest;1
223;132;100;241;land;false;forest;1
224;236;254;203;land;false;forest;1
225;31;172;242;land;false;forest;1
226;228;238;136;land;false;forest;1
227;227;214;254;land;false;forest;1
228;148;241;148;land;false;forest;1
229;255;236;241;land;true;forest;1
230;117;113;246;land;false;forest;1
231;234;123;175;land;false;forest;1
232;160;145;249;land;false;forest;1
233;112;245;221;land;false;forest;1
234;239;254;213;land;false;forest;1
235;40;255;235;land;true;forest;1
236;216;254;239;land;false;forest;1
237;155;226;245;land;false;forest;1
238;170;192;247;land;false;forest;1
239;53;73;204;land;false;forest;1
240;247;241;83;land;false;forest;1
241;252;92;227;land;true;forest;1
242;64;167;210;land;false;forest;1
243;116;247;148;land;false;forest;1
244;241;240;124;land;false;forest;1
245;145;236;241;land;true;forest;1
246;112;238;247;land;false;forest;1
247;157;223;66;land;false;forest;1
248;72;78;230;land;false;forest;1
249;102;232;147;land;false;forest;1
250;208;253;235;land;false;forest;1
251;61;55;252;land;true;forest;1
252;251;212;177;land;false;forest;1
253;47;79;211;land;false;forest;1
254;253;242;255;land;false;forest;1
255;220;84;157;land;false;forest;1
256;207;254;221;land;false;forest;1
257;252;203;228;land;false;forest;1
258;255;239;255;land;false;forest;1
259;131;201;62;land;false;forest;1
260;176;241;252;land;false;forest;1
261;255;178;195;land;false;forest;1
262;28;254;194;land;false;forest;1
263;249;234;255;land;false;forest;1
264;186;246;253;land;false;forest;1
265;255;234;252;land;false;forest;1
266;241;254;216;land;false;forest;1
267;95;115;228;land;false;forest;1
268;185;190;254;land;false;forest;1
269;237;160;131;land;true;forest;1
270;253;213;205;land;false;forest;1
271;153;38;252;land;false;forest;1
272;184;254;126;land;false;forest;1
273;251;214;69;land;true;forest;1
274;228;115;160;land;false;forest;1
275;236;143;30;land;false;forest;1
276;236;206;105;land;false;forest;1
277;91;246;83;land;true;forest;1
278;171;116;237;land;true;forest;1
279;232;44;173;land;false;forest;1
280;156;195;251;land;false;forest;1
281;229;187;250;land;false;forest;1
282;244;255;250;land;false;forest;1
283;192;237;254;land;false;forest;1
284;255;254;246;land;false;forest;1
285;254;199;232;land;false;forest;1
286;237;183;254;land;false;forest;1
287;252;182;163;land;false;forest;1
288;138;254;206;land;false;forest;1
289;190;207;255;land;false;forest;1
290;111;243;36;land;true;forest;1
291;84;221;203;land;false;forest;1
292;159;236;90;land;true;forest;1
293;229;172;249;land;false;forest;1
294;84;251;251;land;true;hills;1
295;123;71;212;land;false;forest;1
296;251;97;164;land;false;forest;1
297;213;254;210;land;false;forest;1
298;47;53;231;land;false;forest;1
299;246;200;44;land;false;forest;1
300;180;249;83;land;true;forest;1
301;153;255;215;land;false;forest;1
302;255;210;207;land;false;forest;1
303;173;247;185;land;false;forest;1
304;242;237;124;land;false;forest;1
305;41;73;226;land;false;forest;1
306;109;253;179;land;true;forest;1
307;255;192;194;land;false;forest;1
308;45;217;93;land;false;forest;1
309;197;253;221;land;false;forest;1
310;231;169;247;land;false;forest;1
311;252;174;208;land;false;forest;1
312;76;234;209;land;false;forest;1
313;253;191;176;land;false;forest;1
314;240;134;138;land;false;forest;1
315;135;116;235;land;false;forest;1
316;164;250;232;land;false;forest;1
317;245;179;64;land;false;forest;1
318;164;189;254;land;false;forest;1
319;227;144;103;land;false;forest;1
320;141;226;84;land;true;forest;1
321;208;254;215;land;false;forest;1
322;46;220;92;land;false;forest;1
323;180;235;105;land;false;forest;1
324;48;189;214;land;true;forest;1
325;219;249;144;land;false;forest;1
326;160;116;250;land;false;forest;1
327;95;247;138;land;false;forest;1
328;165;247;228;land;false;forest;1
329;77;102;248;land;false;forest;1
330;206;22;252;land;false;forest;1
331;190;251;176;land;false;forest;1
332;113;105;225;land;true;forest;1
333;252;193;190;land;false;forest;1
334;48;56;218;land;true;forest;1
335;241;255;222;land;false;forest;1
336;111;237;212;land;false;forest;1
337;215;254;221;land;false;forest;1
338;253;189;209;land;false;forest;1
339;254;216;250;land;false;forest;1
340;130;243;230;land;false;forest;1
341;245;124;223;land;false;forest;1
342;253;208;217;land;false;forest;1
343;237;22;199;land;false;forest;1
344;138;88;221;land;false;forest;1
345;252;204;255;land;true;forest;1
346;231;74;139;land;false;forest;1
347;100;163;230;land;false;forest;1
348;215;43;79;land;true;forest;1
349;109;225;206;land;true;hills;1
350;247;167;221;land;false;forest;1
351;254;248;199;land;false;forest;1
352;244;108;131;land;false;forest;1
353;236;95;187;land;false;forest;1
354;96;237;212;land;false;forest;1
355;247;126;156;land;false;forest;1
356;235;232;254;land;false;forest;1
357;204;253;181;land;false;forest;1
358;84;211;251;land;false;forest;1
359;247;152;116;land;false;forest;1
360;149;218;247;land;true;forest;1
361;194;252;249;land;false;forest;1
362;241;195;254;land;true;forest;1
363;249;162;205;land;false;forest;1
364;170;97;241;land;false;forest;1
365;77;188;246;land;true;forest;1
366;201;254;164;land;false;forest;1
367;252;55;179;land;false;forest;1
368;254;245;207;land;false;forest;1
369;249;203;169;land;true;forest;1
370;232;148;48;land;false;forest;1
371;222;254;195;land;true;forest;1
372;176;240;253;land;false;forest;1
373;243;93;90;land;false;forest;1
374;236;211;71;land;false;forest;1
375;227;60;229;land;false;forest;1
376;237;255;209;land;true;forest;1
377;253;180;197;land;true;forest;1
378;255;245;246;land;false;plains;1
379;253;149;156;land;false;forest;1
380;27;212;246;land;false;forest;1
381;59;131;214;land;false;forest;1
382;250;255;232;land;false;plains;1
383;126;239;151;land;false;forest;1
384;253;185;162;land;false;forest;1
385;255;225;240;land;false;forest;1
386;241;255;210;land;false;forest;1
387;225;31;217;land;false;forest;1
388;75;210;239;land;false;forest;1
389;79;255;184;land;false;forest;1
390;229;253;254;land;false;forest;1
391;210;66;105;land;false;forest;1
392;243;80;162;land;false;forest;1
393;139;215;252;land;false;forest;1
394;239;243;66;land;false;forest;1
395;26;180;237;land;false;forest;1
396;192;233;254;land;false;forest;1
397;188;234;252;land;false;forest;1
398;172;250;194;land;false;forest;1
399;161;232;48;land;false;forest;1
