115;arms_factory;1679.00;10.62;25.00;0.13;0
115;arms_factory;1663.00;9.70;32.00;2.80;0
115;arms_factory;1666.00;10.25;36.00;0.63;0
115;arms_factory;1805.00;10.62;36.00;3.30;0
115;arms_factory;1788.00;10.93;24.00;4.86;0
115;arms_factory;1685.00;10.68;6.00;1.24;0
115;industrial_complex;1674.00;10.60;8.00;5.37;0
115;industrial_complex;1802.00;10.30;6.00;1.75;0
115;industrial_complex;1752.00;9.70;29.00;3.30;0
115;industrial_complex;1748.00;9.70;31.00;1.14;0
115;industrial_complex;1779.00;11.73;10.00;2.35;0
115;industrial_complex;1787.00;10.93;21.00;0.19;0
115;air_base;1775.00;10.60;23.00;1.75;0
115;supply_node;1787.00;11.55;6.00;3.95;0
115;supply_node;1747.00;9.70;24.00;1.71;0
115;supply_node;1711.00;11.30;4.00;3.19;0
115;supply_node;1814.00;10.07;7.00;6.12;0
115;supply_node;1685.00;10.65;9.00;3.88;0
115;supply_node;1799.00;10.65;28.00;5.36;0
115;supply_node;1768.00;11.75;33.00;2.01;0
115;supply_node;1667.00;9.70;29.00;4.60;0
115;supply_node;1738.00;11.68;7.00;1.25;0
115;supply_node;1720.00;10.43;36.00;4.18;0
115;supply_node;1682.00;11.23;29.00;0.48;0
115;supply_node;1703.00;10.30;25.00;3.42;0
115;supply_node;1759.00;11.30;5.00;4.90;0
115;supply_node;1810.00;10.05;41.00;2.66;0
115;supply_node;1723.00;11.35;17.00;5.59;0
115;supply_node;1688.00;9.70;46.00;0.79;0
115;supply_node;1773.00;10.82;18.00;4.83;0
115;naval_base;1787.00;11.53;39.00;-2.40;10771
115;naval_base;1678.00;9.50;54.00;-2.23;11456
115;naval_base;1748.00;9.88;38.00;-3.14;10771
115;naval_base;1721.00;9.70;43.00;-3.03;11140
115;naval_base;1765.00;11.85;37.00;-3.14;10771
115;naval_base;1670.00;9.50;12.00;-0.09;11213
115;naval_base;1799.00;10.15;45.00;-1.82;10771
115;naval_base;1674.00;10.07;6.00;-1.22;11213
115;bunker;1685.00;10.82;22.00;2.93;0
115;bunker;1724.00;11.75;31.00;5.60;0
115;bunker;1776.00;12.03;12.00;3.44;0
115;bunker;1742.00;11.70;23.00;6.11;0
115;bunker;1671.00;9.70;27.00;1.38;0
115;bunker;1735.00;11.20;16.00;4.05;0
115;bunker;1695.00;10.10;17.00;1.88;0
115;bunker;1768.00;11.35;35.00;1.99;0
115;bunker;1794.00;10.12;18.00;6.11;0
115;bunker;1715.00;11.98;24.00;2.49;0
115;bunker;1754.00;11.00;3.00;5.16;0
115;bunker;1682.00;11.15;3.00;0.43;0
115;bunker;1714.00;11.28;11.00;4.56;0
115;bunker;1802.00;10.70;44.00;0.94;0
115;bunker;1792.00;10.80;4.00;3.60;0
115;bunker;1813.00;10.12;6.00;0.34;0
115;bunker;1682.00;9.70;45.00;3.00;0
115;coastal_bunker;1668.00;9.50;15.00;-0.09;0
115;coastal_bunker;1754.00;9.70;37.00;-3.14;0
115;coastal_bunker;1791.00;11.00;41.00;-2.40;0
115;coastal_bunker;1679.00;9.70;54.00;-2.23;0
115;coastal_bunker;1817.00;10.28;49.00;-3.14;0
115;coastal_bunker;1724.00;9.70;40.00;-3.03;0
115;coastal_bunker;1677.00;10.40;3.00;-1.22;0
115;coastal_bunker;1746.00;9.80;38.00;-3.14;0
115;dockyard;1662.00;9.50;42.00;-2.45;0
115;anti_air_building;1806.00;10.55;32.00;4.12;0
115;anti_air_building;1815.00;10.30;14.00;0.50;0
115;anti_air_building;1815.00;10.12;18.00;4.62;0
115;synthetic_refinery;1704.00;11.45;4.00;5.83;0
115;fuel_silo;1750.00;10.48;23.00;2.56;0
115;radar_station;1746.00;10.20;28.00;5.05;0
115;rocket_site;1788.00;11.43;3.00;1.61;0
115;nuclear_reactor;1774.00;11.03;16.00;4.28;0
115;floating_harbor;1747.00;9.50;45.00;0.00;70
115;floating_harbor;1667.42;9.50;2.61;-4.36;229
115;floating_harbor;1783.27;9.50;45.16;0.74;345
115;floating_harbor;1768.00;9.50;44.00;0.00;509
